id,season,week,seasonType,startTime,isStartTimeTBD,homeTeam,homeConference,awayTeam,awayConference,mediaType,outlet
303450349,2010,15,regular,2010-12-11T19:30:00.000Z,False,Army,FBS Independents,Navy,FBS Independents,tv,CBS
302820154,2010,6,regular,2010-10-09T22:30:00.000Z,False,Wake Forest,ACC,Navy,FBS Independents,web,ESPN3
302612348,2010,3,regular,2010-09-18T23:00:00.000Z,False,Louisiana Tech,Western Athletic,Navy,FBS Independents,web,ESPN3
302490120,2010,1,regular,2010-09-06T20:00:00.000Z,False,Maryland,ACC,Navy,FBS Independents,tv,ESPN
302490120,2010,1,regular,2010-09-06T20:00:00.000Z,False,Maryland,ACC,Navy,FBS Independents,mobile,ESPNM
302490120,2010,1,regular,2010-09-06T20:00:00.000Z,False,Maryland,ACC,Navy,FBS Independents,web,ESPN3
302752005,2010,5,regular,2010-10-02T18:30:00.000Z,False,Air Force,Mountain West,Navy,FBS Independents,tv,NBCSN
303570021,2010,1,postseason,2010-12-24T01:00:00.000Z,False,San Diego State,Mountain West,Navy,FBS Independents,tv,ESPN
303570021,2010,1,postseason,2010-12-24T01:00:00.000Z,False,San Diego State,Mountain West,Navy,FBS Independents,mobile,ESPNM
303570021,2010,1,postseason,2010-12-24T01:00:00.000Z,False,San Diego State,Mountain West,Navy,FBS Independents,web,ESPN3
302542226,2010,2,regular,2010-09-11T16:00:00.000Z,False,Florida Atlantic,Sun Belt,Michigan State,Big Ten,tv,ESPNU
303310213,2010,13,regular,2010-11-27T17:00:00.000Z,False,Penn State,Big Ten,Michigan State,Big Ten,tv,ESPN2
303310213,2010,13,regular,2010-11-27T17:00:00.000Z,False,Penn State,Big Ten,Michigan State,Big Ten,web,ESPN3
302960077,2010,8,regular,2010-10-23T16:00:00.000Z,False,Northwestern,Big Ten,Michigan State,Big Ten,tv,ESPN
302960077,2010,8,regular,2010-10-23T16:00:00.000Z,False,Northwestern,Big Ten,Michigan State,Big Ten,mobile,ESPNM
302960077,2010,8,regular,2010-10-23T16:00:00.000Z,False,Northwestern,Big Ten,Michigan State,Big Ten,web,ESPN3
302820130,2010,6,regular,2010-10-09T19:30:00.000Z,False,Michigan,Big Ten,Michigan State,Big Ten,tv,ABC
302820130,2010,6,regular,2010-10-09T19:30:00.000Z,False,Michigan,Big Ten,Michigan State,Big Ten,web,ESPN3
303032294,2010,9,regular,2010-10-30T19:30:00.000Z,False,Iowa,Big Ten,Michigan State,Big Ten,tv,ABC
303032294,2010,9,regular,2010-10-30T19:30:00.000Z,False,Iowa,Big Ten,Michigan State,Big Ten,web,ESPN3
303370278,2010,14,regular,2010-12-04T03:15:00.000Z,False,Fresno State,Western Athletic,Illinois,Big Ten,tv,ESPN2
303370278,2010,14,regular,2010-12-04T03:15:00.000Z,False,Fresno State,Western Athletic,Illinois,Big Ten,web,ESPN3
303630239,2010,1,postseason,2010-12-29T23:00:00.000Z,False,Baylor,Big 12,Illinois,Big Ten,tv,ESPN
303630239,2010,1,postseason,2010-12-29T23:00:00.000Z,False,Baylor,Big 12,Illinois,Big Ten,mobile,ESPNM
303630239,2010,1,postseason,2010-12-29T23:00:00.000Z,False,Baylor,Big 12,Illinois,Big Ten,web,ESPN3
302820213,2010,6,regular,2010-10-09T16:00:00.000Z,False,Penn State,Big Ten,Illinois,Big Ten,tv,ESPN2
302820213,2010,6,regular,2010-10-09T16:00:00.000Z,False,Penn State,Big Ten,Illinois,Big Ten,web,ESPN3
303240077,2010,12,regular,2010-11-20T20:30:00.000Z,False,Northwestern,Big Ten,Illinois,Big Ten,tv,ESPNU
303100130,2010,10,regular,2010-11-06T16:00:00.000Z,False,Michigan,Big Ten,Illinois,Big Ten,tv,ESPN
303100130,2010,10,regular,2010-11-06T16:00:00.000Z,False,Michigan,Big Ten,Illinois,Big Ten,mobile,ESPNM
303100130,2010,10,regular,2010-11-06T16:00:00.000Z,False,Michigan,Big Ten,Illinois,Big Ten,web,ESPN3
302890127,2010,7,regular,2010-10-16T16:00:00.000Z,False,Michigan State,Big Ten,Illinois,Big Ten,tv,BTN
310012628,2010,1,postseason,2011-01-01T22:10:00.000Z,False,TCU,Mountain West,Wisconsin,Big Ten,tv,ESPN
310012628,2010,1,postseason,2011-01-01T22:10:00.000Z,False,TCU,Mountain West,Wisconsin,Big Ten,mobile,ESPNM
310012628,2010,1,postseason,2011-01-01T22:10:00.000Z,False,TCU,Mountain West,Wisconsin,Big Ten,web,ESPN3
302472439,2010,1,regular,2010-09-05T03:00:00.000Z,False,UNLV,Mountain West,Wisconsin,Big Ten,tv,NBCSN
303102509,2010,10,regular,2010-11-06T16:00:00.000Z,False,Purdue,Big Ten,Wisconsin,Big Ten,tv,BTN
303240130,2010,12,regular,2010-11-20T17:00:00.000Z,False,Michigan,Big Ten,Wisconsin,Big Ten,tv,ESPN
303240130,2010,12,regular,2010-11-20T17:00:00.000Z,False,Michigan,Big Ten,Wisconsin,Big Ten,mobile,ESPNM
303240130,2010,12,regular,2010-11-20T17:00:00.000Z,False,Michigan,Big Ten,Wisconsin,Big Ten,web,ESPN3
302962294,2010,8,regular,2010-10-23T19:30:00.000Z,False,Iowa,Big Ten,Wisconsin,Big Ten,tv,ABC
302962294,2010,8,regular,2010-10-23T19:30:00.000Z,False,Iowa,Big Ten,Wisconsin,Big Ten,web,ESPN3
302750127,2010,5,regular,2010-10-02T19:30:00.000Z,False,Michigan State,Big Ten,Wisconsin,Big Ten,tv,ABC
302750127,2010,5,regular,2010-10-02T19:30:00.000Z,False,Michigan State,Big Ten,Wisconsin,Big Ten,mobile,ESPNM
302750127,2010,5,regular,2010-10-02T19:30:00.000Z,False,Michigan State,Big Ten,Wisconsin,Big Ten,web,ESPN3
302610012,2010,3,regular,2010-09-19T02:30:00.000Z,False,Arizona,Pac-10,Iowa,Big Ten,tv,ESPN
302610012,2010,3,regular,2010-09-19T02:30:00.000Z,False,Arizona,Pac-10,Iowa,Big Ten,mobile,ESPNM
302610012,2010,3,regular,2010-09-19T02:30:00.000Z,False,Arizona,Pac-10,Iowa,Big Ten,web,ESPN3
303170077,2010,11,regular,2010-11-13T17:00:00.000Z,False,Northwestern,Big Ten,Iowa,Big Ten,tv,ESPN
303170077,2010,11,regular,2010-11-13T17:00:00.000Z,False,Northwestern,Big Ten,Iowa,Big Ten,tv,ABC
303170077,2010,11,regular,2010-11-13T17:00:00.000Z,False,Northwestern,Big Ten,Iowa,Big Ten,mobile,ESPNM
303170077,2010,11,regular,2010-11-13T17:00:00.000Z,False,Northwestern,Big Ten,Iowa,Big Ten,web,ESPN3
303100084,2010,10,regular,2010-11-06T16:00:00.000Z,False,Indiana,Big Ten,Iowa,Big Ten,tv,BTN
303310135,2010,13,regular,2010-11-27T20:30:00.000Z,False,Minnesota,Big Ten,Iowa,Big Ten,tv,BTN
302890130,2010,7,regular,2010-10-16T19:30:00.000Z,False,Michigan,Big Ten,Iowa,Big Ten,tv,ABC
302890130,2010,7,regular,2010-10-16T19:30:00.000Z,False,Michigan,Big Ten,Iowa,Big Ten,mobile,ESPNM
302890130,2010,7,regular,2010-10-16T19:30:00.000Z,False,Michigan,Big Ten,Iowa,Big Ten,web,ESPN3
302540087,2010,2,regular,2010-09-11T19:30:00.000Z,False,Notre Dame,FBS Independents,Michigan,Big Ten,tv,NBC
303030213,2010,9,regular,2010-10-31T00:00:00.000Z,False,Penn State,Big Ten,Michigan,Big Ten,tv,ESPN
303030213,2010,9,regular,2010-10-31T00:00:00.000Z,False,Penn State,Big Ten,Michigan,Big Ten,mobile,ESPNM
303030213,2010,9,regular,2010-10-31T00:00:00.000Z,False,Penn State,Big Ten,Michigan,Big Ten,web,ESPN3
302750084,2010,5,regular,2010-10-02T19:30:00.000Z,False,Indiana,Big Ten,Michigan,Big Ten,tv,ESPNU
303172509,2010,11,regular,2010-11-13T17:00:00.000Z,False,Purdue,Big Ten,Michigan,Big Ten,tv,BTN
303310194,2010,13,regular,2010-11-27T17:00:00.000Z,False,Ohio State,Big Ten,Michigan,Big Ten,tv,ABC
303310194,2010,13,regular,2010-11-27T17:00:00.000Z,False,Ohio State,Big Ten,Michigan,Big Ten,web,ESPN3
310040008,2010,1,postseason,2011-01-05T01:30:00.000Z,False,Arkansas,SEC,Ohio State,Big Ten,tv,ESPN
310040008,2010,1,postseason,2011-01-05T01:30:00.000Z,False,Arkansas,SEC,Ohio State,Big Ten,mobile,ESPNM
310040008,2010,1,postseason,2011-01-05T01:30:00.000Z,False,Arkansas,SEC,Ohio State,Big Ten,web,ESPN3
303030135,2010,9,regular,2010-10-31T00:00:00.000Z,False,Minnesota,Big Ten,Ohio State,Big Ten,tv,ABC
303030135,2010,9,regular,2010-10-31T00:00:00.000Z,False,Minnesota,Big Ten,Ohio State,Big Ten,ppv,ESGP
303030135,2010,9,regular,2010-10-31T00:00:00.000Z,False,Minnesota,Big Ten,Ohio State,Big Ten,web,ESPN3
303242294,2010,12,regular,2010-11-20T20:30:00.000Z,False,Iowa,Big Ten,Ohio State,Big Ten,tv,ABC
303242294,2010,12,regular,2010-11-20T20:30:00.000Z,False,Iowa,Big Ten,Ohio State,Big Ten,web,ESPN3
302890275,2010,7,regular,2010-10-16T23:00:00.000Z,False,Wisconsin,Big Ten,Ohio State,Big Ten,tv,ESPN
302890275,2010,7,regular,2010-10-16T23:00:00.000Z,False,Wisconsin,Big Ten,Ohio State,Big Ten,mobile,ESPNM
302890275,2010,7,regular,2010-10-16T23:00:00.000Z,False,Wisconsin,Big Ten,Ohio State,Big Ten,web,ESPN3
302750356,2010,5,regular,2010-10-02T16:00:00.000Z,False,Illinois,Big Ten,Ohio State,Big Ten,tv,BTN
302452393,2010,1,regular,2010-09-02T23:30:00.000Z,False,Middle Tennessee,Sun Belt,Minnesota,Big Ten,tv,ESPNU
302892509,2010,7,regular,2010-10-16T16:00:00.000Z,False,Purdue,Big Ten,Minnesota,Big Ten,tv,ESPN2
302892509,2010,7,regular,2010-10-16T16:00:00.000Z,False,Purdue,Big Ten,Minnesota,Big Ten,web,ESPN3
302820275,2010,6,regular,2010-10-09T16:00:00.000Z,False,Wisconsin,Big Ten,Minnesota,Big Ten,tv,BTN
303170356,2010,11,regular,2010-11-13T17:00:00.000Z,False,Illinois,Big Ten,Minnesota,Big Ten,tv,BTN
303100127,2010,10,regular,2010-11-06T16:00:00.000Z,False,Michigan State,Big Ten,Minnesota,Big Ten,tv,BTN
302470087,2010,1,regular,2010-09-04T19:30:00.000Z,False,Notre Dame,FBS Independents,Purdue,Big Ten,tv,NBC
302820077,2010,6,regular,2010-10-09T23:30:00.000Z,False,Northwestern,Big Ten,Purdue,Big Ten,tv,BTN
302960194,2010,8,regular,2010-10-23T16:00:00.000Z,False,Ohio State,Big Ten,Purdue,Big Ten,tv,BTN
303030356,2010,9,regular,2010-10-30T16:00:00.000Z,False,Illinois,Big Ten,Purdue,Big Ten,tv,ESPN2
303030356,2010,9,regular,2010-10-30T16:00:00.000Z,False,Illinois,Big Ten,Purdue,Big Ten,web,ESPN3
303240127,2010,12,regular,2010-11-20T17:00:00.000Z,False,Michigan State,Big Ten,Purdue,Big Ten,tv,BTN
302610098,2010,3,regular,2010-09-18T21:00:00.000Z,False,Western Kentucky,Sun Belt,Indiana,Big Ten,tv,BTN
303312509,2010,13,regular,2010-11-27T17:00:00.000Z,False,Purdue,Big Ten,Indiana,Big Ten,tv,BTN
302820194,2010,6,regular,2010-10-09T16:00:00.000Z,False,Ohio State,Big Ten,Indiana,Big Ten,tv,ESPN
302820194,2010,6,regular,2010-10-09T16:00:00.000Z,False,Ohio State,Big Ten,Indiana,Big Ten,mobile,ESPNM
302820194,2010,6,regular,2010-10-09T16:00:00.000Z,False,Ohio State,Big Ten,Indiana,Big Ten,web,ESPN3
303170275,2010,11,regular,2010-11-13T17:00:00.000Z,False,Wisconsin,Big Ten,Indiana,Big Ten,tv,ESPN2
303170275,2010,11,regular,2010-11-13T17:00:00.000Z,False,Wisconsin,Big Ten,Indiana,Big Ten,web,ESPN3
302960356,2010,8,regular,2010-10-23T16:00:00.000Z,False,Illinois,Big Ten,Indiana,Big Ten,tv,BTN
302470238,2010,1,regular,2010-09-04T23:30:00.000Z,False,Vanderbilt,SEC,Northwestern,Big Ten,ppv,ESGP
302470238,2010,1,regular,2010-09-04T23:30:00.000Z,False,Vanderbilt,SEC,Northwestern,Big Ten,web,ESPN3
310012641,2010,1,postseason,2011-01-01T17:00:00.000Z,False,Texas Tech,Big 12,Northwestern,Big Ten,tv,ESPNU
303100213,2010,10,regular,2010-11-06T19:30:00.000Z,False,Penn State,Big Ten,Northwestern,Big Ten,tv,ABC
303100213,2010,10,regular,2010-11-06T19:30:00.000Z,False,Penn State,Big Ten,Northwestern,Big Ten,tv,ESPN2
303100213,2010,10,regular,2010-11-06T19:30:00.000Z,False,Penn State,Big Ten,Northwestern,Big Ten,web,ESPN3
302750135,2010,5,regular,2010-10-02T16:00:00.000Z,False,Minnesota,Big Ten,Northwestern,Big Ten,tv,ESPN
302750135,2010,5,regular,2010-10-02T16:00:00.000Z,False,Minnesota,Big Ten,Northwestern,Big Ten,mobile,ESPNM
302750135,2010,5,regular,2010-10-02T16:00:00.000Z,False,Minnesota,Big Ten,Northwestern,Big Ten,web,ESPN3
303310275,2010,13,regular,2010-11-27T20:30:00.000Z,False,Wisconsin,Big Ten,Northwestern,Big Ten,tv,ABC
303310275,2010,13,regular,2010-11-27T20:30:00.000Z,False,Wisconsin,Big Ten,Northwestern,Big Ten,tv,ESPN
303310275,2010,13,regular,2010-11-27T20:30:00.000Z,False,Wisconsin,Big Ten,Northwestern,Big Ten,web,ESPN3
302450062,2010,1,regular,2010-09-03T03:00:00.000Z,False,Hawai'i,Western Athletic,USC,Pac-10,tv,ESPN
302450062,2010,1,regular,2010-09-03T03:00:00.000Z,False,Hawai'i,Western Athletic,USC,Pac-10,mobile,ESPNM
302450062,2010,1,regular,2010-09-03T03:00:00.000Z,False,Hawai'i,Western Athletic,USC,Pac-10,web,ESPN3
303240204,2010,12,regular,2010-11-21T01:00:00.000Z,False,Oregon State,Pac-10,USC,Pac-10,tv,ABC
303240204,2010,12,regular,2010-11-21T01:00:00.000Z,False,Oregon State,Pac-10,USC,Pac-10,ppv,ESGP
303240204,2010,12,regular,2010-11-21T01:00:00.000Z,False,Oregon State,Pac-10,USC,Pac-10,web,ESPN3
303170012,2010,11,regular,2010-11-14T01:00:00.000Z,False,Arizona,Pac-10,USC,Pac-10,tv,ABC
303170012,2010,11,regular,2010-11-14T01:00:00.000Z,False,Arizona,Pac-10,USC,Pac-10,ppv,ESGP
303170012,2010,11,regular,2010-11-14T01:00:00.000Z,False,Arizona,Pac-10,USC,Pac-10,web,ESPN3
302820024,2010,6,regular,2010-10-10T00:00:00.000Z,False,Stanford,Pac-10,USC,Pac-10,tv,ABC
302820024,2010,6,regular,2010-10-10T00:00:00.000Z,False,Stanford,Pac-10,USC,Pac-10,ppv,ESGP
302820024,2010,6,regular,2010-10-10T00:00:00.000Z,False,Stanford,Pac-10,USC,Pac-10,web,ESPN3
302610135,2010,3,regular,2010-09-18T19:30:00.000Z,False,Minnesota,Big Ten,USC,Pac-10,tv,ESPN
302610135,2010,3,regular,2010-09-18T19:30:00.000Z,False,Minnesota,Big Ten,USC,Pac-10,mobile,ESPNM
302610135,2010,3,regular,2010-09-18T19:30:00.000Z,False,Minnesota,Big Ten,USC,Pac-10,web,ESPN3
302680251,2010,4,regular,2010-09-25T19:30:00.000Z,False,Texas,Big 12,UCLA,Pac-10,tv,ABC
302680251,2010,4,regular,2010-09-25T19:30:00.000Z,False,Texas,Big 12,UCLA,Pac-10,ppv,ESGP
302680251,2010,4,regular,2010-09-25T19:30:00.000Z,False,Texas,Big 12,UCLA,Pac-10,web,ESPN3
302472306,2010,1,regular,2010-09-04T19:30:00.000Z,False,Kansas State,Big 12,UCLA,Pac-10,tv,ABC
302472306,2010,1,regular,2010-09-04T19:30:00.000Z,False,Kansas State,Big 12,UCLA,Pac-10,ppv,ESGP
302472306,2010,1,regular,2010-09-04T19:30:00.000Z,False,Kansas State,Big 12,UCLA,Pac-10,web,ESPN3
302942483,2010,8,regular,2010-10-22T01:00:00.000Z,False,Oregon,Pac-10,UCLA,Pac-10,tv,ESPN
302942483,2010,8,regular,2010-10-22T01:00:00.000Z,False,Oregon,Pac-10,UCLA,Pac-10,ppv,ESGP
302942483,2010,8,regular,2010-10-22T01:00:00.000Z,False,Oregon,Pac-10,UCLA,Pac-10,mobile,ESPNM
302942483,2010,8,regular,2010-10-22T01:00:00.000Z,False,Oregon,Pac-10,UCLA,Pac-10,web,ESPN3
303220264,2010,12,regular,2010-11-19T01:00:00.000Z,False,Washington,Pac-10,UCLA,Pac-10,tv,ESPN
303220264,2010,12,regular,2010-11-19T01:00:00.000Z,False,Washington,Pac-10,UCLA,Pac-10,mobile,ESPNM
303220264,2010,12,regular,2010-11-19T01:00:00.000Z,False,Washington,Pac-10,UCLA,Pac-10,web,ESPN3
303380265,2010,14,regular,2010-12-05T00:00:00.000Z,False,Washington State,Pac-10,Washington,Pac-10,tv,NBCSN
303102483,2010,10,regular,2010-11-06T19:30:00.000Z,False,Oregon,Pac-10,Washington,Pac-10,tv,ABC
303102483,2010,10,regular,2010-11-06T19:30:00.000Z,False,Oregon,Pac-10,Washington,Pac-10,tv,ESPN2
303102483,2010,10,regular,2010-11-06T19:30:00.000Z,False,Oregon,Pac-10,Washington,Pac-10,ppv,ESGP
303102483,2010,10,regular,2010-11-06T19:30:00.000Z,False,Oregon,Pac-10,Washington,Pac-10,web,ESPN3
302960012,2010,8,regular,2010-10-24T02:15:00.000Z,False,Arizona,Pac-10,Washington,Pac-10,tv,ESPN
302960012,2010,8,regular,2010-10-24T02:15:00.000Z,False,Arizona,Pac-10,Washington,Pac-10,ppv,ESGP
302960012,2010,8,regular,2010-10-24T02:15:00.000Z,False,Arizona,Pac-10,Washington,Pac-10,mobile,ESPNM
302960012,2010,8,regular,2010-10-24T02:15:00.000Z,False,Arizona,Pac-10,Washington,Pac-10,web,ESPN3
302750030,2010,5,regular,2010-10-03T00:00:00.000Z,False,USC,Pac-10,Washington,Pac-10,tv,ESPN2
302750030,2010,5,regular,2010-10-03T00:00:00.000Z,False,USC,Pac-10,Washington,Pac-10,ppv,ESGP
302750030,2010,5,regular,2010-10-03T00:00:00.000Z,False,USC,Pac-10,Washington,Pac-10,web,ESPN3
303360012,2010,14,regular,2010-12-03T01:00:00.000Z,False,Arizona,Pac-10,Arizona State,Pac-10,tv,ESPN
303360012,2010,14,regular,2010-12-03T01:00:00.000Z,False,Arizona,Pac-10,Arizona State,Pac-10,mobile,ESPNM
303360012,2010,14,regular,2010-12-03T01:00:00.000Z,False,Arizona,Pac-10,Arizona State,Pac-10,web,ESPN3
302610275,2010,3,regular,2010-09-18T19:30:00.000Z,False,Wisconsin,Big Ten,Arizona State,Pac-10,tv,ABC
302610275,2010,3,regular,2010-09-18T19:30:00.000Z,False,Wisconsin,Big Ten,Arizona State,Pac-10,web,ESPN3
310030259,2010,1,postseason,2011-01-04T01:30:00.000Z,False,Virginia Tech,ACC,Stanford,Pac-10,tv,ESPN
310030259,2010,1,postseason,2011-01-04T01:30:00.000Z,False,Virginia Tech,ACC,Stanford,Pac-10,mobile,ESPNM
310030259,2010,1,postseason,2011-01-04T01:30:00.000Z,False,Virginia Tech,ACC,Stanford,Pac-10,web,ESPN3
302680087,2010,4,regular,2010-09-25T19:30:00.000Z,False,Notre Dame,FBS Independents,Stanford,Pac-10,tv,NBC
302752483,2010,5,regular,2010-10-03T00:00:00.000Z,False,Oregon,Pac-10,Stanford,Pac-10,tv,ABC
302752483,2010,5,regular,2010-10-03T00:00:00.000Z,False,Oregon,Pac-10,Stanford,Pac-10,mobile,ESPNM
302752483,2010,5,regular,2010-10-03T00:00:00.000Z,False,Oregon,Pac-10,Stanford,Pac-10,web,ESPN3
303030264,2010,9,regular,2010-10-30T23:00:00.000Z,False,Washington,Pac-10,Stanford,Pac-10,tv,NBCSN
302540026,2010,2,regular,2010-09-12T02:30:00.000Z,False,UCLA,Pac-10,Stanford,Pac-10,tv,ESPN
302540026,2010,2,regular,2010-09-12T02:30:00.000Z,False,UCLA,Pac-10,Stanford,Pac-10,mobile,ESPNM
302540026,2010,2,regular,2010-09-12T02:30:00.000Z,False,UCLA,Pac-10,Stanford,Pac-10,web,ESPN3
302602440,2010,3,regular,2010-09-18T02:00:00.000Z,False,Nevada,Western Athletic,California,Pac-10,tv,ESPN2
302602440,2010,3,regular,2010-09-18T02:00:00.000Z,False,Nevada,Western Athletic,California,Pac-10,mobile,ESPNM
302602440,2010,3,regular,2010-09-18T02:00:00.000Z,False,Nevada,Western Athletic,California,Pac-10,web,ESPN3
302462649,2010,1,regular,2010-09-04T00:00:00.000Z,False,Toledo,Mid-American,Arizona,Pac-10,tv,ESPN
302462649,2010,1,regular,2010-09-04T00:00:00.000Z,False,Toledo,Mid-American,Arizona,Pac-10,mobile,ESPNM
302462649,2010,1,regular,2010-09-04T00:00:00.000Z,False,Toledo,Mid-American,Arizona,Pac-10,web,ESPN3
302890265,2010,7,regular,2010-10-16T23:30:00.000Z,False,Washington State,Pac-10,Arizona,Pac-10,tv,NBCSN
303302483,2010,13,regular,2010-11-27T00:00:00.000Z,False,Oregon,Pac-10,Arizona,Pac-10,tv,ESPN
303302483,2010,13,regular,2010-11-27T00:00:00.000Z,False,Oregon,Pac-10,Arizona,Pac-10,mobile,ESPNM
303302483,2010,13,regular,2010-11-27T00:00:00.000Z,False,Oregon,Pac-10,Arizona,Pac-10,web,ESPN3
303100024,2010,10,regular,2010-11-07T00:00:00.000Z,False,Stanford,Pac-10,Arizona,Pac-10,tv,ABC
303100024,2010,10,regular,2010-11-07T00:00:00.000Z,False,Stanford,Pac-10,Arizona,Pac-10,ppv,ESGP
303100024,2010,10,regular,2010-11-07T00:00:00.000Z,False,Stanford,Pac-10,Arizona,Pac-10,web,ESPN3
302680068,2010,4,regular,2010-09-26T00:00:00.000Z,False,Boise State,Western Athletic,Oregon State,Pac-10,tv,ABC
302680068,2010,4,regular,2010-09-26T00:00:00.000Z,False,Boise State,Western Athletic,Oregon State,Pac-10,web,ESPN3
302472628,2010,1,regular,2010-09-04T23:45:00.000Z,False,TCU,Mountain West,Oregon State,Pac-10,tv,ESPN
302472628,2010,1,regular,2010-09-04T23:45:00.000Z,False,TCU,Mountain West,Oregon State,Pac-10,mobile,ESPNM
302472628,2010,1,regular,2010-09-04T23:45:00.000Z,False,TCU,Mountain West,Oregon State,Pac-10,web,ESPN3
302820012,2010,6,regular,2010-10-09T23:00:00.000Z,False,Arizona,Pac-10,Oregon State,Pac-10,tv,NBCSN
303310024,2010,13,regular,2010-11-28T00:30:00.000Z,False,Stanford,Pac-10,Oregon State,Pac-10,tv,NBCSN
302890264,2010,7,regular,2010-10-17T02:15:00.000Z,False,Washington,Pac-10,Oregon State,Pac-10,tv,ESPN
302890264,2010,7,regular,2010-10-17T02:15:00.000Z,False,Washington,Pac-10,Oregon State,Pac-10,web,ESPN3
303100026,2010,10,regular,2010-11-06T23:00:00.000Z,False,UCLA,Pac-10,Oregon State,Pac-10,tv,NBCSN
302542633,2010,2,regular,2010-09-11T23:00:00.000Z,False,Tennessee,SEC,Oregon,Pac-10,tv,ESPN2
302542633,2010,2,regular,2010-09-11T23:00:00.000Z,False,Tennessee,SEC,Oregon,Pac-10,web,ESPN3
303380204,2010,14,regular,2010-12-04T20:30:00.000Z,False,Oregon State,Pac-10,Oregon,Pac-10,tv,ABC
303380204,2010,14,regular,2010-12-04T20:30:00.000Z,False,Oregon State,Pac-10,Oregon,Pac-10,web,ESPN3
303170025,2010,11,regular,2010-11-14T00:30:00.000Z,False,California,Pac-10,Oregon,Pac-10,tv,NBCSN
303030030,2010,9,regular,2010-10-31T00:00:00.000Z,False,USC,Pac-10,Oregon,Pac-10,tv,ABC
303030030,2010,9,regular,2010-10-31T00:00:00.000Z,False,USC,Pac-10,Oregon,Pac-10,ppv,ESGP
303030030,2010,9,regular,2010-10-31T00:00:00.000Z,False,USC,Pac-10,Oregon,Pac-10,web,ESPN3
303032132,2010,9,regular,2010-10-30T16:00:00.000Z,False,Cincinnati,Big East,Syracuse,Big East,tv,ESPNU
302820058,2010,6,regular,2010-10-09T16:00:00.000Z,False,South Florida,Big East,Syracuse,Big East,ppv,ESGP
302820058,2010,6,regular,2010-10-09T16:00:00.000Z,False,South Florida,Big East,Syracuse,Big East,web,ESPN3
302960277,2010,8,regular,2010-10-23T16:00:00.000Z,False,West Virginia,Big East,Syracuse,Big East,tv,ESPN2
302960277,2010,8,regular,2010-10-23T16:00:00.000Z,False,West Virginia,Big East,Syracuse,Big East,web,ESPN3
303170164,2010,11,regular,2010-11-13T20:30:00.000Z,False,Rutgers,Big East,Syracuse,Big East,tv,ESPNU
310080096,2010,1,postseason,2011-01-08T17:00:00.000Z,False,Kentucky,SEC,Pittsburgh,Big East,tv,ESPN
310080096,2010,1,postseason,2011-01-08T17:00:00.000Z,False,Kentucky,SEC,Pittsburgh,Big East,mobile,ESPNM
310080096,2010,1,postseason,2011-01-08T17:00:00.000Z,False,Kentucky,SEC,Pittsburgh,Big East,web,ESPN3
302820087,2010,6,regular,2010-10-09T19:30:00.000Z,False,Notre Dame,FBS Independents,Pittsburgh,Big East,tv,NBC
303382132,2010,14,regular,2010-12-04T17:00:00.000Z,False,Cincinnati,Big East,Pittsburgh,Big East,tv,ESPN
303382132,2010,14,regular,2010-12-04T17:00:00.000Z,False,Cincinnati,Big East,Pittsburgh,Big East,mobile,ESPNM
303382132,2010,14,regular,2010-12-04T17:00:00.000Z,False,Cincinnati,Big East,Pittsburgh,Big East,web,ESPN3
303240058,2010,12,regular,2010-11-20T17:00:00.000Z,False,South Florida,Big East,Pittsburgh,Big East,tv,ESPN2
303240058,2010,12,regular,2010-11-20T17:00:00.000Z,False,South Florida,Big East,Pittsburgh,Big East,web,ESPN3
303150041,2010,11,regular,2010-11-12T00:30:00.000Z,False,UConn,Big East,Pittsburgh,Big East,tv,ESPN
303150041,2010,11,regular,2010-11-12T00:30:00.000Z,False,UConn,Big East,Pittsburgh,Big East,mobile,ESPNM
303150041,2010,11,regular,2010-11-12T00:30:00.000Z,False,UConn,Big East,Pittsburgh,Big East,web,ESPN3
302450254,2010,1,regular,2010-09-03T00:30:00.000Z,False,Utah,Mountain West,Pittsburgh,Big East,tv,NBCSN
302890183,2010,7,regular,2010-10-16T16:00:00.000Z,False,Syracuse,Big East,Pittsburgh,Big East,ppv,ESGP
302890183,2010,7,regular,2010-10-16T16:00:00.000Z,False,Syracuse,Big East,Pittsburgh,Big East,web,ESPN3
302542229,2010,2,regular,2010-09-12T00:00:00.000Z,False,Florida International,Sun Belt,Rutgers,Big East,ppv,ESGP
302542229,2010,2,regular,2010-09-12T00:00:00.000Z,False,Florida International,Sun Belt,Rutgers,Big East,web,ESPN3
303242132,2010,12,regular,2010-11-21T00:30:00.000Z,False,Cincinnati,Big East,Rutgers,Big East,ppv,ESGP
303242132,2010,12,regular,2010-11-21T00:30:00.000Z,False,Cincinnati,Big East,Rutgers,Big East,web,ESPN3
303070058,2010,10,regular,2010-11-03T23:00:00.000Z,False,South Florida,Big East,Rutgers,Big East,tv,ESPN2
303070058,2010,10,regular,2010-11-03T23:00:00.000Z,False,South Florida,Big East,Rutgers,Big East,web,ESPN3
303380277,2010,14,regular,2010-12-04T17:00:00.000Z,False,West Virginia,Big East,Rutgers,Big East,tv,ABC
303380277,2010,14,regular,2010-12-04T17:00:00.000Z,False,West Virginia,Big East,Rutgers,Big East,web,ESPN3
302960221,2010,8,regular,2010-10-23T16:00:00.000Z,False,Pittsburgh,Big East,Rutgers,Big East,ppv,ESGP
